Name,chr_hg19,CG_position_hg19,strand_hg19,C_position_hg19,chr_hg38,CG_position_hg38,strand_hg38,C_position_hg38,Illumina_Type,Illumina_Islands_Name,Illumina_Relation_to_Island,Illumina_UCSC_RefGene_Name,Illumina_UCSC_RefGene_Accession,Illumina_UCSC_RefGene_Group,Illumina_Regulatory_Feature_Group,GencodeBasicV12_NAME,GencodeBasicV12_Accession,GencodeBasicV12_Group,GencodeCompV12_NAME,GencodeCompV12_Accession,GencodeCompV12_Group,Array_450k,Array_EPIC.v1,Array_Methyl27_Loci,Array_EPIC.v2
cg17814781,chr4,4864883,-,4864884,chr4,4863156.0,-,4863157.0,II,chr4:4866438-4866813,N_Shore,MSX1,NM_002448,3'UTR,,MSX1,ENST00000382723.4,3'UTR,MSX1,ENST00000382723.4,3'UTR,True,True,,0.0
cg02136252,chr4,9382953,-,9382954,chr4,9381227.0,-,9381228.0,II,chr4:9382728-9383135,Island,,,,,,,,,,,True,True,,0.0
cg01096266,chr4,10460237,-,10460238,chr4,10458613.0,-,10458614.0,II,chr4:10458129-10459353,S_Shore,ZNF518B,NM_053042,TSS1500,,ZNF518B;ZNF518B,ENST00000326756.3;ENST00000515072.1,TSS1500;TSS1500,ZNF518B;ZNF518B;ZNF518B;ZNF518B;ZNF518B,ENST00000500268.2;ENST00000326756.3;ENST00000507515.1;ENST00000515072.1;ENST00000503068.1,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,True,True,,1.0
cg03315557,chr4,24471294,-,24471295,chr4,24469671.0,-,24469672.0,II,chr4:24471700-24474929,N_Shore,,,,,,,,,,,True,True,,1.0
cg06634862,chr4,54457645,-,54457646,chr4,53591478.0,-,53591479.0,I,,OpenSea,LNX1;LNX1,NM_001126328;NM_001126328,5'UTR;1stExon,,LNX1;LNX1-AS2;LNX1;LNX1,ENST00000263925.7;ENST00000509974.1;ENST00000263925.7;ENST00000504605.1,1stExon;TSS1500;5'UTR;3'UTR,LNX1;LNX1-AS2;LNX1;LNX1;LNX1;LNX1;LNX1;LNX1;LNX1,ENST00000263925.7;ENST00000509974.1;ENST00000263925.7;ENST00000512247.1;ENST00000504299.1;ENST00000507168.1;ENST00000510143.1;ENST00000504605.1;ENST00000513421.1,1stExon;TSS1500;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;3'UTR;5'UTR,True,True,,1.0
cg02170478,chr4,55100995,-,55100996,chr4,54234828.0,-,54234829.0,II,chr4:55096185-55100331,S_Shore,PDGFRA,NM_006206,5'UTR,Unclassified,PDGFRA;PDGFRA,ENST00000257290.5;ENST00000508170.1,5'UTR;5'UTR,PDGFRA;PDGFRA;PDGFRA;PDGFRA;PDGFRA;PDGFRA;PDGFRA,ENST00000257290.5;ENST00000508170.1;ENST00000509092.1;ENST00000512143.1;ENST00000509490.1;ENST00000503856.1;ENST00000504461.1,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,True,True,,1.0
cg06483432,chr4,55523233,-,55523234,chr4,54657066.0,-,54657067.0,II,chr4:55523409-55525297,N_Shore,KIT;KIT,NM_000222;NM_001093772,TSS1500;TSS1500,,KIT;KIT,ENST00000412167.2;ENST00000536403.1,TSS1500;TSS1500,KIT;KIT;KIT,ENST00000412167.2;ENST00000536403.1;ENST00000514582.1,TSS1500;TSS1500;TSS1500,True,True,,1.0
cg13210763,chr4,58309519,-,58309520,chr4,57443353.0,-,57443354.0,II,,OpenSea,,,,Unclassified_Cell_type_specific,RP11-319E12.1,ENST00000510956.1,5'UTR,RP11-319E12.1,ENST00000510956.1,5'UTR,True,True,,1.0
cg08572214,chr4,73936052,-,73936053,chr4,73070335.0,-,73070336.0,II,chr4:73934944-73935650,S_Shore,COX18,NM_173827,TSS1500,Unclassified,COX18;COX18;COX18,ENST00000507544.2;ENST00000295890.4;ENST00000421792.2,TSS1500;TSS1500;TSS1500,COX18;COX18;COX18;COX18,ENST00000507544.2;ENST00000510031.1;ENST00000295890.4;ENST00000421792.2,TSS1500;TSS1500;TSS1500;TSS1500,True,True,,1.0
cg27242132,chr4,81119178,-,81119179,chr4,80198024.0,-,80198025.0,I,chr4:81119095-81119391,Island,PRDM8;PRDM8,NM_020226;NM_001099403,5'UTR;5'UTR,Unclassified_Cell_type_specific,PRDM8;PRDM8;PRDM8,ENST00000415738.2;ENST00000504452.1;ENST00000339711.4,5'UTR;5'UTR;5'UTR,PRDM8;PRDM8;PRDM8,ENST00000415738.2;ENST00000504452.1;ENST00000515013.1,5'UTR;5'UTR;5'UTR,True,True,,1.0
cg09511421,chr4,116034871,-,116034872,chr4,115113715.0,-,115113716.0,II,,OpenSea,NDST4;NDST4,NM_022569;NM_022569,1stExon;5'UTR,,NDST4;NDST4,ENST00000264363.2;ENST00000264363.2,1stExon;5'UTR,NDST4;NDST4;NDST4;NDST4;NDST4;NDST4,ENST00000504854.1;ENST00000514570.1;ENST00000264363.2;ENST00000514570.1;ENST00000504854.1;ENST00000264363.2,1stExon;1stExon;1stExon;3'UTR;5'UTR;5'UTR,True,True,True,1.0
cg25654705,chr4,174424942,-,174424943,chr4,173503791.0,-,173503792.0,II,chr4:174427891-174428192,N_Shelf,,,,,,,,,,,True,True,,1.0
cg25886683,chr4,190962794,-,190962795,chr4,190041639.0,-,190041640.0,II,chr4:190962111-190962689,S_Shore,,,,,,,,,,,True,True,,0.0
cg22025206,chr5,502436,+,502436,chr5,502321.0,+,502321.0,II,chr5:500388-500612,S_Shore,SLC9A3,NM_004174,Body,,,,,,,,True,True,,0.0
cg04156016,chr5,1868137,+,1868137,chr5,1868023.0,+,1868023.0,II,,OpenSea,,,,,,,,,,,True,True,,1.0
cg12518844,chr5,5572628,+,5572628,chr5,5572515.0,+,5572515.0,II,,OpenSea,,,,,,,,,,,True,True,,1.0
cg26690304,chr5,5887435,+,5887435,chr5,5887322.0,+,5887322.0,II,chr5:5887062-5887528,Island,,,,,,,,,,,True,True,,1.0
cg25102726,chr5,6143809,+,6143809,chr5,6143696.0,+,6143696.0,II,,OpenSea,,,,,,,,,,,True,True,,0.0
cg23522872,chr5,8458392,+,8458392,chr5,8458279.0,+,8458279.0,II,chr5:8457432-8458273,S_Shore,,,,Promoter_Associated,RP11-480D4.3;RP11-480D4.1;RP11-480D4.2,ENST00000502001.2;ENST00000501071.1;ENST00000512406.1,5'UTR;TSS1500;TSS1500,RP11-480D4.3;RP11-480D4.1;RP11-480D4.2,ENST00000502001.2;ENST00000501071.1;ENST00000512406.1,5'UTR;TSS1500;TSS1500,True,True,,0.0
cg16079430,chr5,10856757,+,10856757,chr5,10856645.0,+,10856645.0,II,,OpenSea,,,,,,,,,,,True,True,,0.0
cg05530317,chr5,38445774,+,38445774,chr5,38445672.0,+,38445672.0,II,,OpenSea,EGFLAM;EGFLAM;EGFLAM;EGFLAM;EGFLAM,NM_152403;NM_182801;NM_182801;NM_182798;NM_182799,Body;1stExon;5'UTR;Body;Body,,EGFLAM;EGFLAM;EGFLAM;EGFLAM;EGFLAM,ENST00000397210.3;ENST00000397210.3;ENST00000506135.1;ENST00000506135.1;ENST00000354891.3,1stExon;5'UTR;1stExon;5'UTR;ExonBnd,EGFLAM;EGFLAM;EGFLAM;EGFLAM;EGFLAM;EGFLAM;EGFLAM;EGFLAM;EGFLAM,ENST00000508868.1;ENST00000508868.1;ENST00000397210.3;ENST00000397210.3;ENST00000506135.1;ENST00000506135.1;ENST00000508131.1;ENST00000508131.1;ENST00000354891.3,1stExon;5'UTR;1stExon;5'UTR;1stExon;5'UTR;1stExon;5'UTR;ExonBnd,True,True,,1.0
cg01784614,chr5,40841298,+,40841298,chr5,40841196.0,+,40841196.0,II,,OpenSea,CARD6,NM_032587,TSS200,,CARD6;CARD6;CARD6;CARD6,ENST00000444789.2;ENST00000509771.1;ENST00000254691.5;ENST00000254691.5,TSS200;TSS200;5'UTR;1stExon,CARD6;CARD6;CARD6;CARD6,ENST00000444789.2;ENST00000509771.1;ENST00000254691.5;ENST00000254691.5,TSS200;TSS200;5'UTR;1stExon,True,True,,1.0
cg05465935,chr5,43515805,+,43515805,chr5,43515703.0,+,43515703.0,II,chr5:43515133-43515349,S_Shore,C5orf34,NM_198566,TSS1500,Promoter_Associated_Cell_type_specific,RP11-159F24.6;RP11-159F24.5;C5orf34,ENST00000512498.1;ENST00000504277.1;ENST00000306862.2,5'UTR;5'UTR;TSS1500,RP11-159F24.6;C5orf34;RP11-159F24.5;C5orf34;C5orf34,ENST00000512498.1;ENST00000509489.1;ENST00000504277.1;ENST00000514462.1;ENST00000306862.2,5'UTR;TSS1500;5'UTR;TSS1500;TSS1500,True,True,,1.0
cg14789272,chr5,54456056,+,54456056,chr5,55160228.0,+,55160228.0,II,,OpenSea,CDC20B;GPX8;CDC20B;CDC20B,NM_001145734;NM_001008397;NM_152623;NM_001170402,Body;1stExon;Body;Body,,GPX8;GPX8;GPX8;GPX8;GPX8,ENST00000503787.1;ENST00000506123.1;ENST00000296734.6;ENST00000515370.1;ENST00000506123.1,1stExon;1stExon;1stExon;1stExon;5'UTR,GPX8;GPX8;GPX8;GPX8;GPX8;GPX8;GPX8;GPX8;GPX8;GPX8;GPX8;GPX8;GPX8,ENST00000503787.1;ENST00000511617.1;ENST00000511617.1;ENST00000506123.1;ENST00000296734.6;ENST00000515370.1;ENST00000502733.1;ENST00000514317.1;ENST00000514317.1;ENST00000505096.1;ENST00000505096.1;ENST00000506123.1;ENST00000502733.1,1stExon;1stExon;5'UTR;1stExon;1stExon;1stExon;1stExon;1stExon;5'UTR;1stExon;5'UTR;5'UTR;5'UTR,True,True,,1.0
cg19590578,chr5,77266117,+,77266117,chr5,77970293.0,+,77970293.0,II,chr5:77268350-77268787,N_Shelf,,,,,,,,,,,True,True,,1.0
cg12980795,chr5,85056547,+,85056547,chr5,85760729.0,+,85760729.0,II,,OpenSea,,,,,,,,,,,True,True,,1.0
cg13003311,chr5,89853284,+,89853284,chr5,90557467.0,+,90557467.0,II,chr5:89854290-89854956,N_Shore,GPR98;GPR98,NM_032119;NR_003149,TSS1500;TSS1500,,GPR98,ENST00000405460.2,TSS1500,GPR98,ENST00000405460.2,TSS1500,True,True,,1.0
cg18665594,chr5,101119420,+,101119420,chr5,101783716.0,+,101783716.0,II,,OpenSea,,,,,,,,,,,True,True,,1.0
cg18586823,chr5,114525702,+,114525702,chr5,115190005.0,+,115190005.0,II,,OpenSea,,,,,,,,,,,True,True,,1.0
cg16988194,chr5,121852022,+,121852022,chr5,122516327.0,+,122516327.0,II,,OpenSea,,,,Unclassified,,,,,,,True,True,,1.0
cg25218470,chr5,125759767,+,125759767,chr5,126424075.0,+,126424075.0,II,chr5:125759047-125759298,S_Shore,GRAMD3;GRAMD3;GRAMD3;GRAMD3,NM_001146321;NM_001146320;NM_001146319;NM_023927,Body;5'UTR;Body;Body,Promoter_Associated,GRAMD3;GRAMD3;GRAMD3,ENST00000543367.1;ENST00000544396.1;ENST00000514932.1,5'UTR;5'UTR;5'UTR,GRAMD3;GRAMD3;GRAMD3;GRAMD3;GRAMD3,ENST00000543367.1;ENST00000544396.1;ENST00000514932.1;ENST00000513913.1;ENST00000505720.1,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,True,True,,1.0
cg15574301,chr5,131607097,+,131607097,chr5,132271404.0,+,132271404.0,II,chr5:131607018-131607889,Island,PDLIM4;PDLIM4,NM_003687;NM_001131027,Body;Body,Unclassified_Cell_type_specific,PDLIM4;P4HA2,ENST00000484620.1;ENST00000471826.1,5'UTR;3'UTR,PDLIM4;PDLIM4;P4HA2;P4HA2;P4HA2;PDLIM4,ENST00000484620.1;ENST00000462597.1;ENST00000416053.1;ENST00000439698.1;ENST00000471826.1;ENST00000474421.1,5'UTR;5'UTR;5'UTR;5'UTR;3'UTR;5'UTR,True,True,,1.0
cg08470180,chr5,134181226,+,134181226,chr5,134845536.0,+,134845536.0,I,chr5:134181483-134182250,N_Shore,C5orf24;C5orf24,NM_152409;NM_001135586,TSS200;TSS1500,Promoter_Associated,C5orf24;C5orf24;C5orf24;C5orf24,ENST00000394976.3;ENST00000504727.1;ENST00000435259.2;ENST00000338051.4,TSS1500;TSS1500;TSS1500;TSS200,C5orf24;C5orf24;C5orf24;C5orf24;C5orf24;DDX46,ENST00000394976.3;ENST00000504727.1;ENST00000435259.2;ENST00000508791.1;ENST00000338051.4;ENST00000507053.1,TSS1500;TSS1500;TSS1500;TSS1500;TSS200;3'UTR,True,True,,1.0
cg06536614,chr5,135416381,+,135416381,chr5,136080692.0,+,136080692.0,I,chr5:135416204-135416475,Island,MIR886,NR_030583,TSS200,Unclassified_Cell_type_specific,VTRNA2-1,ENST00000365160.1,TSS200,VTRNA2-1,ENST00000365160.1,TSS200,True,True,,1.0
cg25340688,chr5,135416398,+,135416398,chr5,136080709.0,+,136080709.0,I,chr5:135416204-135416475,Island,MIR886,NR_030583,TSS200,Unclassified_Cell_type_specific,VTRNA2-1,ENST00000365160.1,TSS200,VTRNA2-1,ENST00000365160.1,TSS200,True,True,,1.0
cg26896946,chr5,135416405,+,135416405,chr5,136080716.0,+,136080716.0,I,chr5:135416204-135416475,Island,MIR886,NR_030583,TSS200,Unclassified_Cell_type_specific,VTRNA2-1,ENST00000365160.1,TSS200,VTRNA2-1,ENST00000365160.1,TSS200,True,True,,1.0
cg15548198,chr5,140588139,+,140588139,chr5,141208567.0,+,141208567.0,II,chr5:140589744-140590657,N_Shore,PCDHB12,NM_018932,TSS200,,PCDHB12;PCDHB12;PCDHB12,ENST00000541609.1;ENST00000239450.2;ENST00000507840.2,TSS200;TSS200;TSS1500,PCDHB12;PCDHB12;PCDHB12,ENST00000541609.1;ENST00000239450.2;ENST00000507840.2,TSS200;TSS200;TSS1500,True,True,,1.0
cg19727817,chr5,140588381,+,140588381,chr5,141208809.0,+,141208809.0,II,chr5:140589744-140590657,N_Shore,PCDHB12;PCDHB12,NM_018932;NM_018932,5'UTR;1stExon,,PCDHB12;PCDHB12;PCDHB12;PCDHB12;PCDHB12,ENST00000507840.2;ENST00000541609.1;ENST00000541609.1;ENST00000239450.2;ENST00000239450.2,TSS1500;1stExon;5'UTR;5'UTR;1stExon,PCDHB12;PCDHB12;PCDHB12;PCDHB12;PCDHB12,ENST00000507840.2;ENST00000541609.1;ENST00000541609.1;ENST00000239450.2;ENST00000239450.2,TSS1500;1stExon;5'UTR;5'UTR;1stExon,True,True,,1.0
cg02147194,chr5,141081145,+,141081145,chr5,141701578.0,+,141701578.0,II,chr5:141082245-141082592,N_Shore,,,,,,,,,,,True,True,,1.0
cg16391973,chr5,158689566,+,158689566,chr5,159262558.0,+,159262558.0,II,chr5:158690013-158690541,N_Shore,UBLCP1,NM_145049,TSS1500,Promoter_Associated,UBLCP1,ENST00000296786.6,TSS1500,UBLCP1,ENST00000296786.6,TSS1500,True,True,,1.0
cg07751793,chr5,159797843,+,159797843,chr5,160370836.0,+,160370836.0,II,chr5:159797388-159797697,S_Shore,C1QTNF2,NM_031908,TSS200,,C1QTNF2,ENST00000393975.3,TSS200,C1QTNF2,ENST00000393975.3,TSS200,True,True,,1.0
cg22675956,chr5,171882060,+,171882060,chr5,172455056.0,+,172455056.0,II,chr5:171881182-171881547,S_Shore,SH3PXD2B,NM_001017995,TSS1500,Unclassified,SH3PXD2B;SH3PXD2B,ENST00000519643.1;ENST00000311601.5,TSS1500;TSS1500,SH3PXD2B;SH3PXD2B,ENST00000519643.1;ENST00000311601.5,TSS1500;TSS1500,True,True,,1.0
cg23521468,chr5,172721731,+,172721731,chr5,173294728.0,+,173294728.0,II,chr5:172720947-172721169,S_Shore,,,,Unclassified,,,,,,,True,True,,1.0
cg06060754,chr5,176797920,+,176797920,chr5,177370919.0,+,177370919.0,I,chr5:176793959-176794841,S_Shelf,RGS14,NM_006480,Body,Unclassified,RGS14;RGS14,ENST00000408923.3;ENST00000506944.1,ExonBnd;TSS200,RGS14;RGS14;RGS14;RGS14;RGS14;RGS14;RGS14;RGS14,ENST00000425155.2;ENST00000502731.1;ENST00000514102.1;ENST00000514102.1;ENST00000509289.1;ENST00000408923.3;ENST00000503044.1;ENST00000506944.1,5'UTR;5'UTR;1stExon;5'UTR;TSS200;ExonBnd;TSS200;TSS200,True,True,,1.0
cg23248424,chr5,179741104,+,179741104,chr5,180314104.0,+,180314104.0,II,chr5:179740710-179741121,Island,GFPT2,NM_005110,Body,,,,,,,,True,True,,1.0
cg00619978,chr5,180046052,+,180046052,chr5,180619052.0,+,180619052.0,II,chr5:180045789-180048897,Island,FLT4;FLT4,NM_002020;NM_182925,Body;Body,Unclassified_Cell_type_specific,,,,FLT4;FLT4;FLT4;FLT4,ENST00000514810.1;ENST00000512795.1;ENST00000507059.1;ENST00000514810.1,1stExon;5'UTR;3'UTR;3'UTR,True,True,,1.0
cg16035780,chr5,759353,-,759354,chr5,759238.0,-,759239.0,I,chr5:755873-756254,S_Shelf,,,,Promoter_Associated,ZDHHC11,ENST00000424784.2,3'UTR,ZDHHC11,ENST00000424784.2,3'UTR,True,True,,1.0
cg09075844,chr5,1245902,-,1245903,chr5,1245787.0,-,1245788.0,II,chr5:1245901-1246927,Island,SLC6A18,NM_182632,Body,Unclassified_Cell_type_specific,,,,,,,True,True,,1.0
cg06836380,chr5,1246795,-,1246796,chr5,1246680.0,-,1246681.0,II,chr5:1245901-1246927,Island,,,,Unclassified_Cell_type_specific,,,,,,,True,True,,1.0
cg07401067,chr5,1725411,-,1725412,chr5,1725296.0,-,1725297.0,II,chr5:1725183-1725420,Island,,,,Unclassified_Cell_type_specific,CTD-2587M23.1,ENST00000565428.1,5'UTR,CTD-2587M23.1,ENST00000565428.1,5'UTR,True,True,,1.0
cg26875852,chr5,5672077,-,5672078,chr5,5671964.0,-,5671965.0,II,,OpenSea,,,,,,,,,,,True,True,,1.0
cg18394854,chr5,8457818,-,8457819,chr5,8457705.0,-,8457706.0,II,chr5:8457432-8458273,Island,,,,Promoter_Associated,RP11-480D4.3;RP11-480D4.3;RP11-480D4.1;RP11-480D4.2,ENST00000502001.2;ENST00000502001.2;ENST00000501071.1;ENST00000512406.1,1stExon;5'UTR;TSS200;TSS200,RP11-480D4.3;RP11-480D4.3;RP11-480D4.1;RP11-480D4.2,ENST00000502001.2;ENST00000502001.2;ENST00000501071.1;ENST00000512406.1,1stExon;5'UTR;TSS200;TSS200,True,True,,0.0
cg27586797,chr5,13664584,-,13664585,chr5,13664475.0,-,13664476.0,II,,OpenSea,,,,,,,,,,,True,True,,0.0
cg01809941,chr5,14581404,-,14581405,chr5,14581295.0,-,14581296.0,II,chr5:14581497-14582569,N_Shore,FAM105A,NM_019018,TSS1500,Promoter_Associated,FAM105A,ENST00000274217.3,TSS1500,FAM105A,ENST00000274217.3,TSS1500,True,True,,1.0
cg09560636,chr5,43631579,-,43631580,chr5,43631477.0,-,43631478.0,II,,OpenSea,NNT;NNT,NM_012343;NM_182977,Body;Body,Gene_Associated,,,,,,,True,True,,0.0
cg06837426,chr5,54281271,-,54281272,chr5,54985443.0,-,54985444.0,II,,OpenSea,ESM1;ESM1,NM_001135604;NM_007036,1stExon;1stExon,,ESM1;ESM1,ENST00000381403.4;ENST00000381405.4,1stExon;1stExon,ESM1;ESM1,ENST00000381403.4;ENST00000381405.4,1stExon;1stExon,True,True,,1.0
cg20451680,chr5,54281336,-,54281337,chr5,54985508.0,-,54985509.0,II,,OpenSea,ESM1;ESM1,NM_001135604;NM_007036,1stExon;1stExon,,ESM1;ESM1,ENST00000381403.4;ENST00000381405.4,1stExon;1stExon,ESM1;ESM1,ENST00000381403.4;ENST00000381405.4,1stExon;1stExon,True,True,True,1.0
cg08336234,chr5,61711946,-,61711947,chr5,62416119.0,-,62416120.0,II,chr5:61708394-61709056,S_Shelf,IPO11,NM_016338,5'UTR,,IPO11;KIF2A,ENST00000325324.6;ENST00000509663.2,5'UTR;5'UTR,IPO11;IPO11;IPO11;IPO11;IPO11;KIF2A,ENST00000514647.1;ENST00000424533.1;ENST00000505902.1;ENST00000325324.6;ENST00000506200.1;ENST00000509663.2,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,True,True,,1.0
cg17503389,chr5,90575422,-,90575423,chr5,91279605.0,-,91279606.0,II,chr5:90576347-90576629,N_Shore,,,,Unclassified_Cell_type_specific,,,,,,,True,True,,1.0
cg14996985,chr5,92456475,-,92456476,chr5,93120769.0,-,93120770.0,II,,OpenSea,,,,,,,,,,,True,True,,1.0
cg17253517,chr5,93447700,-,93447701,chr5,94111995.0,-,94111996.0,II,chr5:93446953-93447436,S_Shore,FAM172A;FAM172A;FAM172A;FAM172A,NM_032042;NM_001163417;NR_028080;NM_001163418,TSS1500;TSS1500;TSS1500;TSS1500,Promoter_Associated,FAM172A;FAM172A;FAM172A,ENST00000395965.3;ENST00000505869.1;ENST00000509163.1,TSS1500;TSS1500;TSS1500,FAM172A;FAM172A;FAM172A;FAM172A,ENST00000395965.3;ENST00000505869.1;ENST00000509163.1;ENST00000502503.1,TSS1500;TSS1500;TSS1500;TSS1500,True,True,,1.0
cg02250764,chr5,134878149,-,134878150,chr5,135542459.0,-,135542460.0,II,chr5:134879443-134879819,N_Shore,,,,,,,,,,,True,True,,1.0
cg11620475,chr5,135529232,-,135529233,chr5,136193544.0,-,136193545.0,II,chr5:135527056-135528978,S_Shore,LOC389332,NR_024418,TSS1500,,,,,,,,True,True,,1.0
cg11809091,chr5,140552105,-,140552106,chr5,141172524.0,-,141172525.0,II,chr5:140553681-140554637,N_Shore,PCDHB7,NM_018940,TSS200,,PCDHB7;PCDHB7,ENST00000543636.1;ENST00000231137.3,TSS1500;TSS200,PCDHB7;PCDHB7,ENST00000543636.1;ENST00000231137.3,TSS1500;TSS200,True,True,True,1.0
cg17763019,chr5,140593332,-,140593333,chr5,141213760.0,-,141213761.0,II,chr5:140595008-140595880,N_Shore,PCDHB13,NM_018933,TSS200,,PCDHB13;PCDHB13;PCDHB13,ENST00000419217.1;ENST00000341948.4;ENST00000430318.2,TSS1500;TSS200;TSS200,PCDHB13;PCDHB13;PCDHB13,ENST00000419217.1;ENST00000341948.4;ENST00000430318.2,TSS1500;TSS200;TSS200,True,True,,1.0
cg07017875,chr5,140789247,-,140789248,chr5,141409680.0,-,141409681.0,II,chr5:140789094-140789762,Island,PCDHGA4;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGB6;PCDHGB6;PCDHGB3;PCDHGA6;PCDHGA8;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGB2;PCDHGA7;PCDHGB5,NM_018917;NM_018921;NM_018912;NM_018922;NM_032100;NM_018926;NM_018924;NM_018919;NM_032088;NM_018918;NM_003736;NM_018916;NM_018915;NM_018923;NM_018920;NM_018925,Body;Body;Body;Body;1stExon;1stExon;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body,,PCDHGB6,ENST00000520790.1,1stExon,PCDHGB6,ENST00000520790.1,1stExon,True,True,,1.0
cg17303540,chr5,140808068,-,140808069,chr5,141428501.0,-,141428502.0,II,chr5:140807339-140807788,S_Shore,PCDHGA4;PCDHGA11;PCDHGA11;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGB6;PCDHGB3;PCDHGB7;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGB2;PCDHGA7;PCDHGB5,NM_018917;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018926;NM_018924;NM_018927;NM_018919;NM_032088;NM_018913;NM_018918;NM_003736;NM_018916;NM_018915;NM_018923;NM_018920;NM_018925,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body,,,,,,,,True,True,,0.0
cg09546802,chr5,145215546,-,145215547,chr5,145835983.0,-,145835984.0,II,chr5:145214649-145215139,S_Shore,PRELID2;PRELID2;PRELID2,NM_138492;NM_205846;NM_182960,TSS1500;TSS1500;TSS1500,,PRELID2;PRELID2;PRELID2,ENST00000505416.1;ENST00000334744.4;ENST00000394450.2,TSS1500;TSS1500;TSS1500,PRELID2;PRELID2;PRELID2;PRELID2;PRELID2,ENST00000505097.1;ENST00000505416.1;ENST00000334744.4;ENST00000394450.2;ENST00000515475.1,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,True,True,,1.0
cg11609571,chr5,145215629,-,145215630,chr5,145836066.0,-,145836067.0,I,chr5:145214649-145215139,S_Shore,PRELID2;PRELID2;PRELID2,NM_138492;NM_205846;NM_182960,TSS1500;TSS1500;TSS1500,,PRELID2;PRELID2;PRELID2,ENST00000505416.1;ENST00000334744.4;ENST00000394450.2,TSS1500;TSS1500;TSS1500,PRELID2;PRELID2;PRELID2;PRELID2;PRELID2,ENST00000505097.1;ENST00000505416.1;ENST00000334744.4;ENST00000394450.2;ENST00000515475.1,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,True,True,,1.0
cg12352302,chr5,172710360,-,172710361,chr5,173283357.0,-,173283358.0,II,chr5:172710765-172711062,N_Shore,,,,Unclassified_Cell_type_specific,,,,,,,True,True,,1.0
cg16006841,chr5,176797999,-,176798000,chr5,177370998.0,-,177370999.0,I,chr5:176793959-176794841,S_Shelf,RGS14,NM_006480,Body,Unclassified,RGS14,ENST00000506944.1,TSS200,RGS14;RGS14;RGS14;RGS14;RGS14;RGS14;RGS14,ENST00000425155.2;ENST00000502731.1;ENST00000514102.1;ENST00000514102.1;ENST00000509289.1;ENST00000503044.1;ENST00000506944.1,5'UTR;5'UTR;1stExon;5'UTR;TSS200;TSS200;TSS200,True,True,,1.0
cg07763376,chr5,178016195,-,178016196,chr5,178589194.0,-,178589195.0,II,chr5:178016558-178017670,N_Shore,COL23A1,NM_173465,Body,,,,,,,,True,True,,1.0
cg17974424,chr6,1145589,+,1145589,chr6,1145354.0,+,1145354.0,II,,OpenSea,,,,,,,,,,,True,True,,1.0
cg16935061,chr6,1395278,+,1395278,chr6,1395043.0,+,1395043.0,II,chr6:1393049-1394170,S_Shore,FOXF2,NM_001452,3'UTR,,FOXF2,ENST00000259806.1,3'UTR,FOXF2,ENST00000259806.1,3'UTR,True,True,,1.0
cg00101728,chr6,2953027,+,2953027,chr6,2952793.0,+,2952793.0,II,,OpenSea,SERPINB6,NM_004568,Body,Unclassified,,,,,,,True,True,,1.0
cg01474544,chr6,4774793,+,4774793,chr6,4774559.0,+,4774559.0,II,chr6:4775131-4777550,N_Shore,CDYL,NR_026590,Body,,RP3-430A16.1,ENST00000436283.1,3'UTR,RP3-430A16.1;CDYL;CDYL;CDYL,ENST00000436283.1;ENST00000474977.1;ENST00000491864.1;ENST00000483019.1,3'UTR;5'UTR;5'UTR;5'UTR,True,True,,1.0
cg17204113,chr6,8108669,+,8108669,chr6,8108436.0,+,8108436.0,II,,OpenSea,,,,,,,,,,,True,True,,1.0
cg00942918,chr6,26020421,+,26020421,chr6,26020193.0,+,26020193.0,II,chr6:26020671-26021125,N_Shore,HIST1H4A;HIST1H3A,NM_003538;NM_003529,TSS1500;TSS1500,Promoter_Associated_Cell_type_specific,HIST1H3A;HIST1H4A,ENST00000357647.3;ENST00000359907.3,TSS1500;TSS1500,HIST1H3A;HIST1H4A,ENST00000357647.3;ENST00000359907.3,TSS1500;TSS1500,True,True,,0.0
cg25063707,chr6,27739947,+,27739947,chr6,27772168.0,+,27772168.0,II,,OpenSea,,,,Unclassified,,,,,,,True,True,,1.0
cg02631126,chr6,28058918,+,28058918,chr6,28091140.0,+,28091140.0,I,,OpenSea,ZSCAN12L1,NR_024063,TSS200,,ZSCAN12P1,ENST00000529104.1,TSS200,ZSCAN12P1,ENST00000529104.1,TSS200,True,True,,0.0
